respondent_id,submission_time,duration_seconds,age_group,gender,emirate,nationality,income,occupation,formal_attire_freq,occasions,accessories_purchased,purchase_freq,buy_location,shopping_channel,spend_tie,spend_socks,main_influence,imp_fabric_quality,imp_design,imp_pricing,imp_brand_rep,imp_comfort,imp_durability,imp_variety,imp_sustainability,brands_purchased,loyalty_factor,willing_try_new,convince_try,purchase_likelihood_6m,saturn_consideration,most_important_feature
R1638,2025-03-20 02:02,214,35–44,Female,Sharjah,  Emirati ,"20,001–35,000",Government Employee,Occasionally,Office; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Belts,Monthly,Shopping Mall,Physical Store,AED 201–300,AED 25–50,Design,4,5,5,4,5,5,5,5,Massimo Dutti; Charles Tyrwhitt,Quality,Probably,Social Media Reviews; Influencer Recommendations,Likely,Probably Would,Wide variety of designs
R1580,2025-03-08 02:53,417,25–34,Male,Sharjah,Southeast Asian,"Above 35,000",Private Employee,Daily,Office; Weddings; Business Meetings; Parties,Ties; Pocket Squares; Dress Socks; Belts,Once a year,Tailor/Boutique,Physical Store,AED 201–300,Under AED 25,Design,5,3,4,5,5,3,3,4,Hugo Boss,Prestige,Definitely,Premium Quality; Luxury Packaging; Money-back Guarantee,Very Likely,Definitely Would,Sustainable materials
R3877,2025-02-21 15:43,397,25–34,Male,Abu Dhabi,South Asian,"10,001–20,000",Government Employee,Rarely,Office; Weddings; Religious Events,Ties; Dress Socks; Belts,Every 6 months,Online Marketplace,Online,AED 101–200,Under AED 25,Price,3,4,3,2,1,4,2,2,H&M,Price,Not Sure,Premium Quality; Social Media Reviews,Unlikely,Probably Would Not,Durability and long-lasting material
R2945,2025-02-21 06:27,133,45–54,Female,Dubai,African,"10,001–20,000",Self-employed,Once a week,Office; Weddings; Religious Events,None,Every 6 months,Brand Store,Physical Store,Under AED 50,AED 25–50,Design,4,5,4,4,5,3,3,2,Hugo Boss; Brooks Brothers,Design,Not Sure,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Unlikely,Probably Would Not,Good customer service
R3160,2025-03-27 23:13,521,25–34,Prefer not to say,Dubai,South Asian,"10,001–20,000",Government Employee,Occasionally,Office; Weddings,Dress Socks,Once a year,Department Store,Physical Store,Under AED 50,Under AED 25,Comfort,4,4,2,2,4,3,2,2,Other,Price,Definitely Not,Introductory Discounts,Very Unlikely,Definitely Would Not,Wide variety of designs
R1526,2025-03-17 07:53,514,55+,Male,Dubai,Arab Expat,"5,000–10,000",Self-employed,Once a week,Office; Weddings; Formal Dinners,Ties; Handkerchiefs; Belts,Every 3 months,Online Marketplace,Online,AED 101–200,AED 51–75,Price,3,4,3,2,4,4,2,3,Other,Customer Service,Definitely,Social Media Reviews; Influencer Recommendations,Neutral,Not Sure,Durability and long-lasting material
R1705,2025-02-26 14:38,508,35–44,Male,Abu Dhabi,South Asian,"Under 5,000",Student,Rarely,Never,Dress Socks; Cufflinks,Only when needed,Shopping Mall,Online,Above AED 300,AED 25–50,Price,4,4,4,4,3,4,4,2,H&M,Price,Probably,Introductory Discounts; Social Media Reviews; Luxury Packaging,Unlikely,Probably Would Not,Exclusive limited editions
R2396,2025-03-06 07:02,340,25–34,Male,Dubai,South Asian,"10,001–20,000",Private Employee,3–5 times/week,Office; Religious Events; Formal Dinners,Ties; Dress Socks; Cufflinks; Belts,Every 6 months,Brand Website,Physical Store,Above AED 300,AED 25–50,Design,5,4,5,5,5,5,4,4,Zara; Massimo Dutti,Quality,Probably Not,Introductory Discounts; Premium Quality; Money-back Guarantee,Neutral,Not Sure,Luxury packaging
R2682,2025-03-30 11:11,462,35–44,Male,Abu Dhabi,European,"20,001–35,000",Private Employee,Once a week,Business Meetings; Parties; Religious Events,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 6 months,Brand Store,Online,AED 101–200,AED 25–50,Brand Reputation,4,5,4,3,4,5,3,4,Massimo Dutti; Hugo Boss,Quality,Definitely,Introductory Discounts; Luxury Packaging; Money-back Guarantee,Very Likely,Definitely Would,Local UAE identity
R2116,2025-03-30 05:13,256,18–24,Male,Dubai,African,"10,001–20,000",Government Employee,Occasionally,Office,Ties; Dress Socks; Belts,Every 3 months,Brand Store,Physical Store,AED 101–200,Under AED 25,Price,4,4,4,5,4,4,3,5,Other,Price,Definitely,Premium Quality; Social Media Reviews,Likely,Probably Would,Unique and elegant designs
R2802,2025-02-19 13:56,308,18–24,Male,Dubai,Emirati,"5,000–10,000",Private Employee,Occasionally,Never,Ties; Belts,Only when needed,Online Marketplace,Physical Store,AED 50–100,Under AED 25,Design,1,4,4,2,3,4,4,1,Hugo Boss; Brooks Brothers,Quality,Probably Not,Introductory Discounts; Premium Quality; Social Media Reviews,Very Unlikely,Definitely Would Not,Luxury packaging
R3087,2025-02-16 15:10,470,25–34,Male,Dubai,Emirati,"10,001–20,000",Private Employee,Occasionally,Office; Weddings; Religious Events; Formal Dinners,Ties; Belts,Every 6 months,Online Marketplace,Physical Store,AED 101–200,Under AED 25,Fabric Quality,4,2,4,4,4,2,3,1,H&M,Price,Not Sure,Introductory Discounts; Premium Quality; Word of Mouth,Unlikely,Probably Would Not,Good customer service
R1729,2025-02-21 00:20,182,25–34,Male,Abu Dhabi,African,"20,001–35,000",Business Owner,Daily,Weddings; Business Meetings; Religious Events,Dress Socks; Handkerchiefs; Cufflinks,Every 3 months,Tailor/Boutique,Online,AED 101–200,AED 25–50,Design,4,5,5,4,5,5,5,5,Hugo Boss,Price,Probably,Premium Quality; Money-back Guarantee,Likely,Probably Would,Luxury packaging
R2436,2025-03-05 23:52,60,25–34,Female,Dubai,South Asian,"10,001–20,000",Private Employee,3–5 times/week,Office; Parties; Formal Dinners,Dress Socks,Once a year,Shopping Mall,Online,AED 50–100,AED 25–50,Design,5,4,5,3,2,3,4,4,Zara; H&M,Customer Service,Not Sure,Introductory Discounts; Premium Quality; Social Media Reviews,Unlikely,Probably Would Not,Sustainable materials
R3579,,357,45–54,Male,Dubai,Emirati,"20,001–35,000",Private Employee,Once a week,Office; Business Meetings; Parties; Formal Dinners,Ties; Dress Socks,Monthly,Shopping Mall,Physical Store,Above AED 300,AED 51–75,Fabric Quality,4,5,5,5,4,4,4,4,Massimo Dutti; Hugo Boss,Quality,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Very Likely,Definitely Would,Comfort and fit
R3537,2025-02-19 23:09,255,25–34,Male,Ras Al Khaimah,South Asian,"5,000–10,000",Other,Occasionally,Weddings; Parties; Formal Dinners,Ties; Dress Socks; Belts,Once a year,Online Marketplace,Physical Store,AED 50–100,Above AED 75,Design,3,5,3,3,4,4,3,2,Other,Product Variety,Probably,Social Media Reviews; Influencer Recommendations; Word of Mouth,Unlikely,Probably Would Not,Affordable pricing
R1751,2025-03-13 02:41,554,25–34,Male,Dubai,GCC,"20,001–35,000",Private Employee,Once a week,Weddings,Ties; Pocket Squares; Belts,Every 6 months,Online Marketplace,Online,AED 201–300,Under AED 25,Comfort,2,5,4,2,4,4,4,3,Zara; Charles Tyrwhitt,Design,Definitely Not,Social Media Reviews; Word of Mouth,Very Unlikely,Definitely Would Not,Comfort and fit
R1095,2025-03-25 03:50,436,35–44,Male,Dubai,Emirati,"Above 35,000",Private Employee,Once a week,Office; Weddings; Religious Events; Formal Dinners,Ties; Dress Socks; Cufflinks,Every 3 months,Brand Store,Physical Store,AED 101–200,AED 51–75,Fabric Quality,5,3,5,5,5,4,3,3,Brooks Brothers,Quality,Not Sure,Premium Quality,Neutral,Not Sure,Wide variety of designs
R3432,2025-03-03 10:08,425,35–44,Male,Ajman,Southeast Asian,"20,001–35,000",Self-employed,Daily,Office; Weddings; Business Meetings; Parties; Religious Events,Pocket Squares; Dress Socks; Belts,Every 6 months,Tailor/Boutique,Physical Store,Above AED 300,AED 51–75,Design,4,3,4,5,4,4,3,5,Other,Quality,Probably,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Likely,Probably Would,Unique and elegant designs
R2389,2025-02-25 00:31,190,18–24,Male,Dubai,South Asian,"10,001–20,000",Other,3–5 times/week,Weddings; Parties,Ties; Pocket Squares; Dress Socks,Every 3 months,Department Store,Online,AED 50–100,Above AED 75,Price,4,3,3,2,4,4,5,2,Other,Customer Service,Probably,Introductory Discounts; Social Media Reviews; Luxury Packaging,Unlikely,Probably Would Not,Local UAE identity
R3798,2025-02-24 10:15,310,35–44,Male,Dubai,South Asian,"Under 5,000",Student,Occasionally,Office; Weddings,None,Every 6 months,Department Store,Physical Store,Under AED 50,AED 25–50,Durability,2,2,3,2,4,3,3,2,Other,Prestige,Not Sure,Influencer Recommendations; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Sustainable materials
R3604,2025-02-18 07:00,373,18–24,Male,Abu Dhabi,South Asian,"Under 5,000",Student,Rarely,Office,None,Every 6 months,Shopping Mall,Online,AED 101–200,Under AED 25,Durability,1,4,4,3,3,4,3,2,Other,Quality,Probably Not,Introductory Discounts; Influencer Recommendations; Money-back Guarantee,Very Unlikely,Definitely Would Not,Premium fabric quality
R2163,2025-03-03 19:03,405,25–34,Male,Sharjah,Arab Expat,"10,001–20,000",Private Employee,3–5 times/week,Office,Ties; Pocket Squares; Dress Socks; Belts,Only when needed,Brand Store,No Preference,AED 101–200,AED 25–50,Comfort,4,4,4,4,5,4,3,5,Zara; Massimo Dutti,Quality,Not Sure,Premium Quality; Word of Mouth; Money-back Guarantee,Very Unlikely,Definitely Would Not,Value for money
R1502,2025-03-25 09:08,380,45–54,Male,Abu Dhabi,Emirati,"10,001–20,000",Private Employee,Once a week,Never,Ties; Belts,Monthly,Tailor/Boutique,Physical Store,AED 50–100,Above AED 75,Price,4,4,3,4,5,4,4,3,Hugo Boss,Product Variety,Not Sure,Introductory Discounts; Premium Quality; Word of Mouth,Neutral,Not Sure,Local UAE identity
R2704,2025-03-30 15:15,423,25–34,Male,Abu Dhabi,South Asian,"20,001–35,000",Private Employee,Once a week,Office; Weddings; Parties; Religious Events,Ties; Handkerchiefs; Belts,Monthly,Brand Store,Physical Store,Above AED 300,AED 25–50,Fabric Quality,5,5,5,5,5,5,5,3,Zara; Massimo Dutti; Hugo Boss,Quality,Not Sure,Introductory Discounts; Premium Quality; Money-back Guarantee,Neutral,Not Sure,Affordable pricing
R2806,2025-02-27 19:28,275,18–24,Male,Sharjah,South Asian,"5,000–10,000",Private Employee,Rarely,Parties; Formal Dinners,Pocket Squares; Dress Socks; Belts,Only when needed,Shopping Mall,Online,AED 101–200,AED 25–50,Durability,5,3,4,3,5,4,4,3,Zara; H&M,Price,Probably Not,Influencer Recommendations,Very Unlikely,Definitely Would Not,Luxury packaging
R1584,2025-03-07 20:33,523,45–54,Female,Abu Dhabi,European,"10,001–20,000",Business Owner,Once a week,Religious Events,Ties; Dress Socks; Belts,Monthly,Department Store,Online,AED 101–200,AED 25–50,Price,3,4,4,5,4,4,4,3,Other,Price,Probably,Introductory Discounts; Word of Mouth,Neutral,Probably Would,Strong brand reputation
R1125,2025-02-21 01:33,537,25–34,Male,Dubai,African,"10,001–20,000",Self-employed,Occasionally,Office; Business Meetings,Dress Socks; Handkerchiefs,Every 6 months,Department Store,Online,AED 50–100,AED 25–50,Price,2,5,2,3,3,4,5,2,H&M,Design,Probably Not,Premium Quality; Influencer Recommendations,Very Unlikely,Definitely Would Not,Exclusive limited editions
R3091,2025-03-29 06:29,254,45–54,Male,Dubai,South Asian,"Above 35,000",Government Employee,Once a week,Weddings; Business Meetings,Handkerchiefs,Every 3 months,Brand Store,Physical Store,AED 50–100,Above AED 75,Comfort,4,3,2,3,5,4,5,3,Zara; Massimo Dutti,Product Variety,Probably Not,Premium Quality; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Value for money
R1836,2025-03-15 13:35,24,35–44,Male,Dubai,South Asian,"5,000–10,000",Other,Occasionally,Never,Belts,Every 6 months,Shopping Mall,Online,AED 50–100,Above AED 75,Design,3,3,2,4,3,3,3,2,H&M,Price,Probably,Social Media Reviews,Likely,Probably Would,Durability and long-lasting material
R2920,2025-03-21 05:31,277,25–34,Male,Abu Dhabi,Arab Expat,"10,001–20,000",Self-employed,Occasionally,Weddings; Business Meetings,Ties; Dress Socks; Handkerchiefs; Cufflinks,Every 3 months,Department Store,Online,AED 101–200,Under AED 25,Price,3,4,3,3,4,4,3,1,Hugo Boss,Price,Definitely,Introductory Discounts; Premium Quality; Influencer Recommendations,Neutral,Not Sure,Affordable pricing
R3706,2025-03-08 11:38,60,45–54,Female,Dubai,Arab Expat,"10,001–20,000",Private Employee,Occasionally,Office,Ties; Belts,Every 6 months,Department Store,Online,Above AED 300,Under AED 25,Fabric Quality,3,3,5,1,5,3,3,1,Brooks Brothers,Price,Probably Not,Introductory Discounts; Social Media Reviews; Word of Mouth,Very Unlikely,Probably Would Not,Value for money
R1819,2025-02-25 07:05,119,25–34,Female,Fujairah,GCC,"20,001–35,000",Government Employee,Daily,Parties,Ties; Dress Socks; Cufflinks; Belts,Every 3 months,Shopping Mall,Online,AED 201–300,AED 51–75,Brand Reputation,3,3,5,5,3,4,2,3,Massimo Dutti; Hugo Boss,Customer Service,Probably,Premium Quality; Social Media Reviews; Luxury Packaging,Very Likely,Definitely Would,Local UAE identity
R1662,2025-03-27 03:33,351,25–34,Female,Dubai,,"20,001–35,000",Government Employee,Once a week,Office; Weddings; Business Meetings; Formal Dinners,Ties; Dress Socks,Only when needed,Brand Store,Online,AED 50–100,AED 25–50,Durability,4,4,4,4,2,4,5,1,H&M; Massimo Dutti,Prestige,Probably,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Likely,Probably Would,Unique and elegant designs
R3594,2025-02-13 07:37,487,25–34,Male,Dubai,Arab Expat,"20,001–35,000",Private Employee,3–5 times/week,Weddings,Ties; Dress Socks; Belts,Every 3 months,Department Store,No Preference,AED 101–200,AED 25–50,Design,5,2,4,4,4,4,4,4,Zara; Massimo Dutti; Hugo Boss; Charles Tyrwhitt; Brooks Brothers,Prestige,Not Sure,Influencer Recommendations; Word of Mouth,Neutral,Not Sure,Premium fabric quality
R1737,2025-02-26 01:13,186,25–34,Male,Abu Dhabi,South Asian,"5,000–10,000",Other,Occasionally,Office,Ties; Belts,Only when needed,Brand Website,Physical Store,AED 101–200,AED 25–50,Price,2,2,5,3,4,3,2,3,H&M,Quality,Probably,Introductory Discounts; Word of Mouth; Money-back Guarantee,Neutral,Probably Would,Local UAE identity
R3417,2025-02-06 16:40,192,25–34,Female,Sharjah,Arab Expat,"5,000–10,000",Self-employed,3–5 times/week,Office; Weddings; Parties; Religious Events; Formal Dinners,Ties; Belts,Once a year,Tailor/Boutique,Physical Store,AED 50–100,AED 25–50,Fabric Quality,4,5,4,4,4,5,3,4,Zara,Quality,Probably,Influencer Recommendations; Word of Mouth; Luxury Packaging,Likely,Probably Would,Affordable pricing
R3698,2025-02-07 17:46,279,25–34,Female,Dubai,European,"20,001–35,000",Government Employee,3–5 times/week,Never,Ties; Belts,Monthly,Brand Store,Physical Store,AED 101–200,AED 51–75,Fabric Quality,3,4,5,5,4,4,5,1,H&M; Massimo Dutti; Hugo Boss,Quality,Not Sure,Premium Quality; Social Media Reviews; Money-back Guarantee,Unlikely,Probably Would Not,Good customer service
R1643,2025-02-22 19:49,396,25–34,Male,Dubai,South Asian,"10,001–20,000",Private Employee,3–5 times/week,Office; Weddings; Business Meetings; Religious Events,Handkerchiefs; Belts,Only when needed,Department Store,No Preference,AED 101–200,AED 25–50,Brand Reputation,3,5,2,2,4,5,3,4,Other,Quality,Probably Not,Word of Mouth,Very Unlikely,Definitely Would Not,Good customer service
R3086,2025-02-21 02:20,293,25–34,Male,Ras Al Khaimah,Southeast Asian,"20,001–35,000",Private Employee,Daily,Office; Weddings; Business Meetings; Religious Events,Dress Socks,Every 3 months,Brand Website,Online,AED 101–200,Above AED 75,Brand Reputation,5,5,3,3,3,5,5,4,Other,Quality,Not Sure,Premium Quality; Money-back Guarantee,Unlikely,Probably Would Not,Wide variety of designs
R3726,2025-02-03 07:49,714,35–44,Male,Umm Al Quwain,Arab Expat,"20,001–35,000",Government Employee,Occasionally,Weddings; Parties; Religious Events,Ties,Only when needed,Brand Store,Physical Store,Under AED 50,Under AED 25,Design,4,4,4,4,5,3,4,3,Hugo Boss; Charles Tyrwhitt,Price,Probably,Social Media Reviews; Word of Mouth; Money-back Guarantee,Unlikely,Probably Would Not,Comfort and fit
R2642,2025-03-10 18:16,337,25–34,Male,Dubai,European,"10,001–20,000",Private Employee,Once a week,Weddings; Business Meetings; Parties; Religious Events; Formal Dinners,Ties; Pocket Squares; Handkerchiefs; Cufflinks; Belts,Monthly,Brand Store,Physical Store,AED 101–200,AED 51–75,Comfort,5,4,5,5,3,5,4,3,Massimo Dutti; Brooks Brothers,Customer Service,Probably,Premium Quality; Word of Mouth; Luxury Packaging,Neutral,Probably Would,Comfort and fit
R3053,2025-02-08 17:46,243,45–54,Male,,Arab Expat,"Under 5,000",Student,Rarely,Religious Events,Ties; Pocket Squares; Dress Socks; Belts,Only when needed,Online Marketplace,No Preference,AED 50–100,Under AED 25,Price,3,,3,2,,3,3,4,Other,Product Variety,Definitely,Influencer Recommendations; Word of Mouth; Luxury Packaging,Likely,Probably Would,Sustainable materials
R3927,2025-02-10 04:33,535,35–44,Female,Fujairah,Southeast Asian,"Above 35,000",Self-employed,Occasionally,Office; Weddings; Business Meetings; Religious Events,Ties; Dress Socks; Handkerchiefs; Cufflinks,Every 6 months,Online Marketplace,No Preference,AED 50–100,AED 25–50,Design,5,5,4,5,4,4,4,2,Other,Quality,Probably,Premium Quality,Likely,Probably Would,Comfort and fit
R1746,2025-03-23 04:58,179,25–34,Male,Abu Dhabi,Southeast Asian,"5,000–10,000",Student,Rarely,Business Meetings; Parties; Religious Events; Formal Dinners,Handkerchiefs,Every 6 months,Shopping Mall,Online,Under AED 50,AED 51–75,Brand Reputation,3,3,3,3,5,4,5,2,Other,Design,Not Sure,Premium Quality; Social Media Reviews; Influencer Recommendations,Very Unlikely,Definitely Would Not,Value for money
R3794,2025-02-05 08:34,461,45–54,Male,Abu Dhabi,Southeast Asian,"Above 35,000",Private Employee,Occasionally,Office; Weddings; Religious Events,Dress Socks; Cufflinks; Belts,Only when needed,Department Store,Online,AED 101–200,AED 51–75,Price,4,5,4,2,5,5,4,3,H&M; Hugo Boss,Quality,Definitely,Introductory Discounts,Very Likely,Definitely Would,Local UAE identity
R1419,2025-03-06 20:07,230,45–54,Female,Abu Dhabi,Other,"5,000–10,000",Private Employee,Rarely,Never,Belts,Every 3 months,Department Store,Physical Store,AED 101–200,Under AED 25,Price,2,3,2,2,4,3,3,2,Zara,Quality,Probably,Introductory Discounts; Money-back Guarantee,Unlikely,Probably Would Not,Good customer service
R2189,2025-02-22 22:49,60,35–44,Male,Abu Dhabi,South Asian,"20,001–35,000",Self-employed,Once a week,Office; Business Meetings; Religious Events,None,Monthly,Online Marketplace,Physical Store,AED 101–200,AED 51–75,Brand Reputation,4,5,5,3,4,5,4,5,Other,Design,Probably,Premium Quality; Money-back Guarantee,Neutral,Not Sure,Fast and reliable delivery
R2871,2025-03-19 03:33,398,25–34,Male,Dubai,South Asian,"10,001–20,000",Private Employee,Once a week,Office; Weddings; Business Meetings; Parties,Dress Socks; Cufflinks,Every 3 months,Shopping Mall,Physical Store,AED 50–100,Above AED 75,Price,5,5,4,4,5,3,3,1,Massimo Dutti,Customer Service,Definitely Not,Premium Quality,Unlikely,Probably Would Not,Unique and elegant designs
R3893,2025-02-21 07:01,198,35–44,Female,Dubai,European,"5,000–10,000",Student,Rarely,Religious Events; Formal Dinners,Pocket Squares; Dress Socks,Only when needed,Brand Store,Online,AED 50–100,AED 25–50,Comfort,2,4,4,1,2,4,2,1,Zara,Quality,Probably,Introductory Discounts; Premium Quality,Unlikely,Probably Would Not,Good customer service
